price,duration,emirate,number,character,timestamp,value_of_X,number_of_X,value_of_Y,number_of_Y,pattern,number_of_zeros,number_of_digits,isYear,isPalindrome,isMemeNumber,containsMemeNumber,isCarModel,containsSeries,isFullSeries,random
5900,3 months ago,dubai,37937,e,07:00.0,3,2,7,2,XY_XY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.371255928
22700,,dubai,1108,G,07:00.1,1,2,8,1,XX0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.240853581
229000,2 days ago,dubai,1998,w,07:00.0,9,2,1,1,_XX_,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.482576669
4999,,dubai,19004,DD,07:00.0,1,1,4,1,__00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.498654498
9500,2 months ago,dubai,17701,bb,07:00.0,1,2,7,2,XYY0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.448805495
3500,1 week ago,dubai,46442,y,07:00.0,4,3,2,1,X_XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.66175882
60000,,dubai,11234,BB,07:00.0,1,2,2,1,XX___,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.632050807
12500,8 months ago,dubai,9246,j,07:00.0,2,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.012977753
3500,2 weeks ago,dubai,78010,l,07:00.0,1,1,7,1,__0_0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.578838316
5600,,dubai,10404,K,07:00.1,4,2,1,1,_0X0X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.428501828
5500,9 months ago,dubai,45453,i,07:00.0,4,2,5,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.347176806
5900,2 weeks ago,dubai,65677,u,07:00.0,6,2,7,2,X_XYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.668493925
10000,1 day ago,dubai,50510,s,07:00.0,5,2,1,1,X0X_0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.922120818
17900,1 month ago,dubai,5172,o,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.862339779
3690000,,dubai,89,A,07:00.0,8,1,9,1,__,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.357805481
18000,,dubai,12919,DD,07:00.0,1,2,9,2,X_YXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.606389006
119000,,dubai,9699,C,07:00.0,9,3,6,1,X_XX,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.933692403
15500,,dubai,8876,H,07:00.1,8,2,6,1,XX__,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.711806988
37000,,dubai,9771,I,07:00.0,7,2,1,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.982784439
990000,1 month ago,dubai,808,v,07:00.0,8,2,,0,X0X,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.33809444
14500,1 day ago,dubai,24231,s,07:00.0,2,2,1,1,X_X__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.024073847
4500,19 hours ago,dubai,37116,bb,07:00.0,1,2,3,1,__XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.570824034
6900,5 months ago,dubai,79696,v,07:00.0,6,2,9,2,_YXYX,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.88878536
11500,6 months ago,dubai,10410,n,07:00.0,1,2,4,1,X0_X0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.447115267
190000,2 months ago,dubai,4555,g,07:00.0,5,3,4,1,_XXX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.970456549
13900,,dubai,4954,J,07:00.1,4,2,5,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.23873519
7500,6 months ago,dubai,94594,q,07:00.0,4,2,9,2,YX_YX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.404075547
7900,1 week ago,dubai,49694,n,07:00.0,4,2,9,2,XY_YX,0,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.983081886
200000,2 months ago,dubai,2323,t,07:00.0,2,2,3,2,XYXY,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.596268654
15000,7 months ago,dubai,37070,m,07:00.0,7,2,3,1,_X0X0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.370197558
7900,,dubai,77600,H,07:00.1,7,2,6,1,XX_00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.957437409
6500,10 months ago,dubai,43511,a,07:00.0,1,2,3,1,___XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.854138602
4800,4 months ago,dubai,36446,f,07:00.0,4,2,6,2,_YXXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.200914675
290000,1 week ago,dubai,33000,w,07:00.1,3,2,,0,XX000,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.715558869
1960000,,dubai,79,V,07:00.1,7,1,9,1,__,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.687360432
34900,2 months ago,dubai,10102,w,07:00.0,1,2,2,1,X0X0_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.240908227
2550000,,dubai,777,F,07:00.1,7,3,,0,XXX,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.801078131
16500,4 days ago,dubai,3295,n,07:00.0,2,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.793892022
185000,,dubai,1969,C,07:00.0,9,2,1,1,_X_X,0,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.032701749
8900,6 days ago,dubai,78423,a,07:00.0,2,1,3,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.758329141
39000,,dubai,8440,Y,07:00.0,4,2,8,1,_XX0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.750390155
19500,,dubai,7898,G,07:00.1,8,2,7,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.06287772
35000,1 hour ago,dubai,99229,f,07:00.0,9,3,2,2,XXYYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.915162656
4500,7 months ago,dubai,59505,g,07:00.0,5,3,9,1,X_X0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.723882849
35000,1 day ago,dubai,1775,p,07:00.0,7,2,1,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.249735854
2500000,2 months ago,dubai,911,y,07:00.0,1,2,9,1,_XX,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.890560872
33900,,dubai,60007,L,07:00.1,6,1,7,1,_000_,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.474500732
3500,5 months ago,dubai,31516,p,07:00.0,1,2,3,1,_X_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.816499685
27000,1 month ago,dubai,4549,s,07:00.0,4,2,5,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.537771614
4500,2 months ago,dubai,40065,k,07:00.0,4,1,5,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.864917162
15900,4 months ago,dubai,7956,m,07:00.0,5,1,6,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.440627067
95000,,dubai,3443,J,07:00.1,3,2,4,2,XYYX,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.53181513
20000,4 days ago,dubai,5960,p,07:00.0,5,1,6,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.932632984
5500,2 weeks ago,dubai,66136,x,07:00.0,6,3,1,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.958474844
4000,1 day ago,dubai,77479,r,07:00.0,7,3,4,1,XX_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.408253869
19500,3 months ago,dubai,3041,v,07:00.0,1,1,3,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.323853179
15900,3 months ago,dubai,8279,m,07:00.0,2,1,7,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.927161775
30000,1 month ago,dubai,6331,q,07:00.0,3,2,1,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.847128742
469000,2 months ago,dubai,935,c,07:00.0,3,1,5,1,___,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.393906345
18500,,dubai,1939,BB,07:00.1,9,2,1,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.333563047
5000,7 months ago,dubai,22732,i,07:00.0,2,3,3,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.108800787
19900,,dubai,6180,AA,07:00.0,1,1,6,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.965119444
20500,,dubai,60333,O,07:00.0,3,3,6,1,_0XXX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.687292335
4000,19 hours ago,dubai,30195,aa,07:00.0,1,1,3,1,_0___,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.788069357
5900,3 weeks ago,dubai,33630,u,07:00.0,3,3,6,1,XX_X0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.210963419
30000,2 months ago,dubai,30040,c,07:00.0,3,1,4,1,_00_0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.859936507
10000,2 months ago,dubai,10388,aa,07:00.0,8,2,1,1,_0_XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.372986608
2700000,,dubai,700,L,07:00.0,7,1,,0,_00,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.124098398
15500,1 day ago,dubai,67077,aa,07:00.0,7,3,6,1,_X0XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.560484477
130000,,dubai,1974,H,07:00.1,1,1,4,1,____,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.379908962
45000,1 day ago,dubai,7863,m,07:00.0,3,1,6,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.841765464
11000,1 day ago,dubai,34487,a,07:00.0,4,2,3,1,_XX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.23559328
3400,,dubai,46475,Q,07:00.0,4,2,5,1,X_X__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.15149198
33900,,dubai,60007,B,07:00.1,6,1,7,1,_000_,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.304776572
75000,3 months ago,dubai,9010,i,07:00.0,1,1,9,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.066405653
25900,4 days ago,dubai,44456,u,07:00.0,4,3,5,1,XXX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.478464656
22000,1 month ago,dubai,30999,m,07:00.0,9,3,3,1,_0XXX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.253974401
45000,3 weeks ago,dubai,12274,b,07:00.0,2,2,1,1,_XX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.68134586
4900,2 weeks ago,dubai,87577,x,07:00.0,7,3,5,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.257315118
5900,2 weeks ago,dubai,30553,y,07:00.0,3,2,5,2,X0YYX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.067263375
6500,1 month ago,dubai,32733,aa,07:00.0,3,3,2,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.874611151
75000,4 days ago,dubai,69969,b,07:00.0,9,3,6,2,YXXYX,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.977806579
6500,2 months ago,dubai,52828,f,07:00.0,2,2,8,2,_XYXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.869533477
3990,6 months ago,dubai,18488,h,07:00.0,8,3,1,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.662421502
4900,2 weeks ago,dubai,55652,x,07:00.0,5,3,2,1,XX_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.342891539
5500,13 hours ago,dubai,87488,f,07:00.0,8,3,4,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.287282179
9500,19 hours ago,dubai,91914,u,07:00.0,1,2,9,2,YXYX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.796749952
2800,23 hours ago,dubai,32263,bb,07:00.0,2,2,3,2,YXX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.169581766
7900,8 months ago,dubai,11822,v,07:00.0,1,2,2,2,XX_YY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.162895339
6000,23 minutes ago,dubai,64933,a,44:00.0,3,2,4,1,___XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.861962359
10000,7 months ago,dubai,19098,d,07:00.0,9,2,1,1,_X0X_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.378568459
25500,,dubai,6011,BB,07:00.1,1,2,6,1,_0XX,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.132813349
13900,3 months ago,dubai,86555,j,07:00.0,5,3,6,1,__XXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.454566125
7900,1 month ago,dubai,56505,x,07:00.0,5,3,6,1,X_X0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.347220024
17900,2 days ago,dubai,3078,q,07:00.0,3,1,7,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.217696215
365000,,dubai,661,AA,07:00.1,6,2,1,1,XX_,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.72660819
4000,2 months ago,dubai,29677,aa,07:00.0,7,2,2,1,___XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.124914442
5900,8 months ago,dubai,19902,b,07:00.0,9,2,1,1,_XX0_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.708297578
3500,8 months ago,dubai,48388,o,07:00.0,8,3,3,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.863549516
8000,6 months ago,dubai,39394,s,07:00.0,3,2,9,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.673953851
3000,2 months ago,dubai,49774,v,07:00.0,4,2,7,2,X_YYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.287696979
20000,5 months ago,dubai,61001,h,07:00.0,1,2,6,1,_X00X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.737418728
5500,2 days ago,dubai,88916,c,07:00.0,8,2,1,1,XX___,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.318384188
4900,2 weeks ago,dubai,76744,p,07:00.0,4,2,7,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.598966241
5200,7 months ago,dubai,43113,f,07:00.0,1,2,3,2,_YXXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.991093697
15500,,dubai,63003,J,07:00.0,3,2,6,1,_X00X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.726915767
4500,6 hours ago,dubai,56516,z,07:00.0,5,2,6,2,XYX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.328431128
14500,,dubai,2559,DD,07:00.1,5,2,2,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.818337677
2900,4 days ago,dubai,60737,z,07:00.1,7,2,3,1,_0X_X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.049534128
5900,3 hours ago,dubai,14221,q,07:00.0,1,2,2,2,X_YYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.830615902
6000,4 days ago,dubai,20057,x,07:00.0,2,1,5,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.222248556
17000,11 months ago,dubai,42777,e,07:00.0,7,3,2,1,__XXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.105447153
11900,7 months ago,dubai,9153,q,07:00.0,1,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.162612264
44900,,dubai,1811,B,07:00.1,1,3,8,1,X_XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.989449037
4900,2 weeks ago,dubai,64344,x,07:00.0,4,3,3,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.269314323
39000,,dubai,5507,D,07:00.0,5,2,7,1,XX0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.744471161
30000,8 months ago,dubai,9166,p,07:00.0,6,2,1,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09218247
250000,1 month ago,dubai,1314,a,07:00.0,1,2,3,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.559216598
17500,3 months ago,dubai,8029,o,07:00.0,2,1,8,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.018367443
20000,,dubai,4979,H,07:00.0,9,2,4,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.551480477
10500,55 minutes ago,dubai,86618,aa,12:00.0,6,2,8,2,YXX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.283739839
36000,,dubai,5453,F,07:00.1,5,2,3,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.058924128
13900,2 days ago,dubai,99003,q,07:00.0,9,2,3,1,XX00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.270450648
4900,2 weeks ago,dubai,93944,u,07:00.0,4,2,9,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.002913825
35000,3 days ago,dubai,15515,u,07:00.0,5,3,1,2,YXXYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.159094957
4200,6 months ago,dubai,56795,aa,07:00.0,5,2,6,1,X___X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.727056497
4900,2 weeks ago,dubai,37347,t,07:00.0,3,2,7,2,XYX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.748736999
8000,,dubai,79988,I,07:00.1,8,2,9,2,_YYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.292705358
45000,1 month ago,dubai,11196,k,07:00.0,1,3,6,1,XXX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.763139458
110000,7 months ago,dubai,91999,b,07:00.0,9,4,1,1,X_XXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.035040544
469000,3 months ago,dubai,231,g,07:00.0,1,1,2,1,___,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.175412643
7000,11 months ago,dubai,32201,b,07:00.0,2,2,1,1,_XX0_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.607957019
24900,1 week ago,dubai,9871,l,07:00.0,1,1,7,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.851325496
2750,2 months ago,dubai,74526,y,07:00.0,2,1,4,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.447085617
7500,1 day ago,dubai,40544,i,07:00.0,4,3,5,1,X0_XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.722136472
15000,3 months ago,dubai,8549,o,07:00.0,4,1,5,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25356084
749000,2 months ago,dubai,70000,t,07:00.0,7,1,,0,_0000,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.769515421
15000,6 months ago,dubai,25787,c,07:00.0,7,2,2,1,__X_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.128172066
65000,,dubai,1090,A,07:00.0,1,1,9,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.12227205
20000,10 months ago,dubai,20555,f,07:00.0,5,3,2,1,_0XXX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.093248007
149000,2 months ago,dubai,96666,m,07:00.0,6,4,9,1,_XXXX,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.997306103
15900,8 months ago,dubai,2543,g,07:00.0,2,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.574038472
90000,2 days ago,dubai,1070,k,07:00.0,1,1,7,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.593027051
18000,2 weeks ago,dubai,9217,q,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.521215925
19900,21 hours ago,dubai,3024,o,07:00.0,2,1,3,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.994311246
5000,12 hours ago,dubai,25355,i,07:00.1,5,3,2,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.612254853
49000,1 month ago,dubai,32225,a,07:00.0,2,3,3,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.592287701
11500,1 day ago,dubai,13136,l,07:00.0,1,2,3,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.693632375
14900,,dubai,7794,DD,07:00.1,7,2,4,1,XX__,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.675419394
20900,4 months ago,dubai,11193,o,07:00.0,1,3,3,1,XXX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.009445529
189000,,dubai,55000,N,07:00.1,5,2,,0,XX000,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.065757264
5000,3 days ago,dubai,61767,x,07:00.0,6,2,7,2,X_YXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.454724941
26900,5 months ago,dubai,4694,o,07:00.0,4,2,6,1,X__X,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.864663303
339000,,dubai,331,N,07:00.1,3,2,1,1,XX_,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.057116316
17900,1 week ago,dubai,3671,n,07:00.0,1,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.533146553
25000,1 month ago,dubai,11231,g,07:00.0,1,3,2,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.737000494
50000,9 months ago,dubai,7865,m,07:00.0,5,1,6,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.29235178
120000,,dubai,11110,CC,07:00.1,1,4,,0,XXXX0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.066194089
13900,,dubai,5954,H,07:00.1,5,2,4,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.657486419
55000,,dubai,8009,Q,07:00.1,8,1,9,1,_00_,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.605494042
4900,2 weeks ago,dubai,49144,x,07:00.0,4,3,1,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.919708573
6500,1 month ago,dubai,78478,k,07:00.0,7,2,8,2,XY_XY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.464025785
15900,2 weeks ago,dubai,5917,l,07:00.0,1,1,5,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54770869
7000,,dubai,32022,T,07:00.0,2,3,3,1,_X0XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.607889351
3700,3 months ago,dubai,81868,bb,07:00.0,8,3,1,1,X_X_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.901286419
30000,5 months ago,dubai,4606,n,07:00.0,6,2,4,1,_X0X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.434164657
39000,,dubai,8440,O,07:00.0,4,2,8,1,_XX0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.688320248
150000,,dubai,4004,Z,07:00.1,4,2,,0,X00X,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.439667009
12000,3 days ago,dubai,10908,v,07:00.0,1,1,8,1,_0_0_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.683903698
8000,10 months ago,dubai,84858,q,07:00.0,8,3,4,1,X_X_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.065089781
540000,,dubai,300,Z,07:00.1,3,1,,0,_00,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.61588032
